expected_cut,best_sampled_cut,optimizer,depth,noise_condition,optimizer_evaluations,circuit_executions,total_executed_shots,two_qubit_gates,circuit_depth,simulator_runtime_seconds,optimal_parameters,experiment_id,graph_id,graph_family,num_nodes,num_edges,graph_seed,config_id,shots_per_circuit,exact_optimum,run_seed,schema_version,expected_approximation_ratio,best_sampled_approximation_ratio,run_status,failure_reason
7.7265625,12,SPSA,2,N1,0,1,512,28,17,0.3104506859999674,"(1.5523332074868077, 0.46569051846773846, 0.1337517391059937, 1.148213160419253)",G0002_C08_N1_S1001,G0002,erdos_renyi,10,14,10001,C08,512,12,1001,1.0,0.6438802083333334,1.0,success,
7.8125,11,COBYLA,3,N1,0,1,256,42,23,0.3857479210000747,"(1.5763755961999355, 2.4100202796535384, 1.3400511712039673, 0.16373648321894838, 0.472241789513179, 0.06238432092899011)",G0002_C09_N1_S1000,G0002,erdos_renyi,10,14,10001,C09,256,12,1000,1.0,0.6510416666666666,0.9166666666666666,success,
7.6796875,12,COBYLA,3,N1,0,1,256,42,23,0.2298600249996525,"(2.4205459925940755, 0.5371562118031261, 1.0966445213499092, 1.3423273052701605, 0.11365882472071875, 0.37125856928712053)",G0002_C09_N1_S1001,G0002,erdos_renyi,10,14,10001,C09,256,12,1001,1.0,0.6399739583333334,1.0,success,
7.91015625,12,COBYLA,3,N1,0,1,512,42,23,0.6380810919999931,"(1.5539470250379805, 2.4944544896043714, 1.3474139290613165, 0.16490534237448, 0.48050511223059866, 0.04557980061425326)",G0002_C10_N1_S1000,G0002,erdos_renyi,10,14,10001,C10,512,12,1000,1.0,0.6591796875,1.0,success,
7.708984375,12,COBYLA,3,N1,0,1,512,42,23,0.3689235780002491,"(2.382752170111236, 0.5271681173442453, 1.1238707163531914, 1.3662254491341557, 0.08734950199102318, 0.3661370163188841)",G0002_C10_N1_S1001,G0002,erdos_renyi,10,14,10001,C10,512,12,1001,1.0,0.6424153645833334,1.0,success,
7.93359375,11,SPSA,3,N1,0,1,256,42,23,0.325636558000042,"(1.5703964677910465, 2.3708671131669994, 1.0681460127567939, 0.1442284005889642, 0.7127720985570396, 0.2110004014664113)",G0002_C11_N1_S1000,G0002,erdos_renyi,10,14,10001,C11,256,12,1000,1.0,0.6611328125,0.9166666666666666,success,
7.65625,11,SPSA,3,N1,0,1,256,42,23,0.2130825460008054,"(2.290883414081738, 0.3559574242038226, 0.5319543789065718, 1.0959335039252511, 0.05361588681484515, 0.009238867487613885)",G0002_C11_N1_S1001,G0002,erdos_renyi,10,14,10001,C11,256,12,1001,1.0,0.6380208333333334,0.9166666666666666,success,
8.107421875,12,SPSA,3,N1,0,1,512,42,23,0.4052682190003907,"(1.5782212384752674, 2.2788519525890867, 1.0148657561302976, 0.2049729860651205, 0.6926147512070986, 0.2099402946956795)",G0002_C12_N1_S1000,G0002,erdos_renyi,10,14,10001,C12,512,12,1000,1.0,0.6756184895833334,1.0,success,
7.65625,12,SPSA,3,N1,0,1,512,42,23,0.3574965970001358,"(2.0344079708366745, 0.3310668200295357, 0.5772457553950534, 1.1392799959276305, -0.047446608415277106, -0.05907917808746352)",G0002_C12_N1_S1001,G0002,erdos_renyi,10,14,10001,C12,512,12,1001,1.0,0.6380208333333334,1.0,success,
7.3984375,12,COBYLA,1,N2,0,1,256,14,11,0.1626404079997883,"(2.1063628036840782, 0.9027410290092204)",G0002_C01_N2_S1000,G0002,erdos_renyi,10,14,10001,C01,256,12,1000,1.0,0.6165364583333334,1.0,success,
7.23046875,12,COBYLA,1,N2,0,1,256,14,11,0.1472470180005984,"(2.3255376437174715, -0.22711867807161173)",G0002_C01_N2_S1001,G0002,erdos_renyi,10,14,10001,C01,256,12,1001,1.0,0.6025390625,1.0,success,
7.541015625,12,COBYLA,1,N2,0,1,512,14,11,0.2411612600008084,"(2.083977952098982, 0.9423801977832252)",G0002_C02_N2_S1000,G0002,erdos_renyi,10,14,10001,C02,512,12,1000,1.0,0.62841796875,1.0,success,
7.49609375,12,COBYLA,1,N2,0,1,512,14,11,0.2533069920000343,"(2.3501777245684017, -0.339439686524254)",G0002_C02_N2_S1001,G0002,erdos_renyi,10,14,10001,C02,512,12,1001,1.0,0.6246744791666666,1.0,success,
7.5234375,12,SPSA,1,N2,0,1,256,14,11,0.1475197939998906,"(2.1176672496283198, 0.9944786068179889)",G0002_C03_N2_S1000,G0002,erdos_renyi,10,14,10001,C03,256,12,1000,1.0,0.626953125,1.0,success,
